transaction_id,user_id,timestamp,amount,transaction_type,country,device_type,is_fraud
TXN00013890,USER01447,2026-07-29 11:21:21.808985,506.07,WALLET,SG,desktop,0
TXN00006674,USER01616,2026-07-29 11:24:42.808985,1027.92,UPI,SG,desktop,0
TXN00018764,USER00603,2026-07-29 11:26:14.808985,937.28,UPI,GB,desktop,0
TXN00011526,USER00748,2026-07-29 11:29:47.808985,1636.69,UPI,IN,tablet,0
TXN00016939,USER01335,2026-07-29 11:33:09.808985,239.62,UPI,US,desktop,0
TXN00019929,USER01393,2026-07-29 11:33:36.808985,798.91,CARD,IN,desktop,0
TXN00013579,USER01974,2026-07-29 11:34:21.808985,705.09,NETBANKING,IN,desktop,0
TXN00016337,USER01897,2026-07-29 11:41:35.808985,183.41,NETBANKING,SG,desktop,0
TXN00004517,USER01621,2026-07-29 11:43:26.808985,640.02,NETBANKING,IN,tablet,0
TXN00017512,USER00634,2026-07-29 11:44:10.808985,258.33,NETBANKING,US,desktop,0
TXN00016875,USER00663,2026-07-29 11:45:46.808985,1044.55,NETBANKING,IN,desktop,0
TXN00016576,USER00395,2026-07-29 11:46:18.808985,570.68,NETBANKING,IN,desktop,0
TXN00014861,USER00511,2026-07-29 11:48:39.808985,468.05,CARD,IN,mobile,0
TXN00000604,USER00548,2026-07-29 11:51:43.808985,124.45,WALLET,IN,tablet,0
TXN00019709,USER00765,2026-07-29 11:53:00.808985,1258.13,WALLET,IN,desktop,0
TXN00017953,USER00595,2026-07-29 11:55:06.808985,154.49,UPI,US,mobile,0
TXN00014666,USER00832,2026-07-29 11:57:39.808985,532.87,CARD,IN,tablet,0
TXN00019489,USER01487,2026-07-29 11:59:14.808985,984.74,CARD,IN,desktop,0
TXN00011857,USER00899,2026-07-29 12:00:18.808985,1198.43,CARD,US,tablet,0
TXN00016098,USER00770,2026-07-29 12:06:27.808985,868.14,NETBANKING,US,tablet,0
TXN00015924,USER00504,2026-07-29 12:06:36.808985,469.49,NETBANKING,IN,mobile,0
TXN00012919,USER00043,2026-07-29 12:06:40.808985,535.48,CARD,IN,desktop,0
TXN00015253,USER01672,2026-07-29 12:07:22.808985,1151.89,NETBANKING,IN,tablet,0
TXN00011074,USER00101,2026-07-29 12:07:49.808985,125.67,WALLET,IN,desktop,0
TXN00010830,USER01177,2026-07-29 12:09:22.808985,1105.28,CARD,IN,desktop,0
TXN00012302,USER01959,2026-07-29 12:11:44.808985,113.66,UPI,IN,desktop,0
TXN00018419,USER00305,2026-07-29 12:16:39.808985,514.52,UPI,IN,desktop,0
TXN00012877,USER00243,2026-07-29 12:22:24.808985,169.49,WALLET,SG,mobile,0
TXN00001456,USER01673,2026-07-29 12:23:11.808985,1420.09,NETBANKING,SG,mobile,0
TXN00012102,USER01176,2026-07-29 12:23:59.808985,1197.01,UPI,US,desktop,0
TXN00009738,USER00458,2026-07-29 12:25:50.808985,493.34,UPI,GB,tablet,0
TXN00010850,USER00517,2026-07-29 12:26:07.808985,731.17,WALLET,IN,mobile,0
TXN00011361,USER01696,2026-07-29 12:27:09.808985,1315.72,UPI,US,mobile,0
TXN00011220,USER01878,2026-07-29 12:27:17.808985,703.19,UPI,IN,tablet,0
TXN00007246,USER00590,2026-07-29 12:29:35.808985,284.66,WALLET,US,desktop,0
TXN00015028,USER00192,2026-07-29 12:31:55.808985,1022.7,UPI,SG,mobile,0
TXN00015552,USER01961,2026-07-29 12:36:59.808985,770.64,NETBANKING,SG,mobile,0
TXN00008195,USER01302,2026-07-29 12:37:48.808985,633.51,UPI,GB,mobile,0
TXN00000083,USER00930,2026-07-29 12:39:15.808985,1035.78,NETBANKING,IN,desktop,0
TXN00010200,USER00806,2026-07-29 12:40:47.808985,1576.98,NETBANKING,GB,mobile,0
TXN00014130,USER00116,2026-07-29 12:44:47.808985,1617.31,NETBANKING,IN,mobile,0
TXN00010678,USER01748,2026-07-29 12:45:03.808985,553.66,CARD,GB,mobile,0
TXN00019763,USER00823,2026-07-29 12:53:22.808985,1077.18,UPI,IN,tablet,0
TXN00014936,USER01071,2026-07-29 12:54:29.808985,589.52,CARD,IN,tablet,0
TXN00001477,USER01710,2026-07-29 12:55:12.808985,1236.9,WALLET,IN,desktop,0
TXN00000220,USER00091,2026-07-29 13:00:15.808985,368.18,CARD,IN,mobile,0
TXN00017983,USER00234,2026-07-29 13:00:40.808985,496.7,UPI,IN,tablet,0
TXN00014418,USER01284,2026-07-29 13:03:37.808985,372.12,CARD,IN,desktop,0
TXN00006556,USER00377,2026-07-29 13:04:05.808985,259.21,CARD,IN,mobile,0
TXN00012595,USER00072,2026-07-29 13:07:32.808985,914.38,UPI,IN,tablet,0
TXN00006911,USER01480,2026-07-29 13:09:25.808985,6427.803369185261,UPI,IN,tablet,1
TXN00016556,USER00413,2026-07-29 13:10:35.808985,658.28,WALLET,SG,desktop,0
TXN00005617,USER01885,2026-07-29 13:10:50.808985,119.79,WALLET,US,mobile,0
TXN00004155,USER01177,2026-07-29 13:11:18.808985,1507.26,CARD,IN,desktop,0
TXN00016427,USER00495,2026-07-29 13:11:33.808985,970.85,UPI,IN,desktop,0
TXN00010717,USER00386,2026-07-29 13:12:34.808985,173.45,WALLET,GB,mobile,0
TXN00018011,USER01735,2026-07-29 13:14:15.808985,1052.63,UPI,US,mobile,0
TXN00002284,USER00739,2026-07-29 13:19:07.808985,876.94,WALLET,IN,tablet,0
TXN00014001,USER01152,2026-07-29 13:21:20.808985,534.48,NETBANKING,IN,tablet,0
TXN00019199,USER01528,2026-07-29 13:23:47.808985,505.49,NETBANKING,US,mobile,0
TXN00017090,USER01588,2026-07-29 13:36:41.808985,693.45,UPI,GB,desktop,0
TXN00016385,USER00034,2026-07-29 13:37:52.808985,710.02,NETBANKING,IN,tablet,0
TXN00003854,USER00238,2026-07-29 13:39:42.808985,1061.58,CARD,IN,mobile,0
TXN00002509,USER01386,2026-07-29 13:40:40.808985,474.29,UPI,SG,mobile,0
TXN00005010,USER01990,2026-07-29 13:40:48.808985,882.15,NETBANKING,IN,desktop,0
TXN00014888,USER00869,2026-07-29 13:45:23.808985,600.96,UPI,US,tablet,0
TXN00012994,USER01481,2026-07-29 13:51:18.808985,1104.85,NETBANKING,IN,mobile,0
TXN00010637,USER00544,2026-07-29 13:51:56.808985,967.57,UPI,US,tablet,0
TXN00004448,USER00320,2026-07-29 13:52:35.808985,190.89,WALLET,SG,tablet,0
TXN00017204,USER01371,2026-07-29 13:53:33.808985,568.59,UPI,IN,desktop,0
TXN00015921,USER00270,2026-07-29 13:53:57.808985,828.08,CARD,SG,desktop,0
TXN00016192,USER01395,2026-07-29 13:57:44.808985,469.05,UPI,IN,mobile,0
TXN00017658,USER01846,2026-07-29 13:57:54.808985,320.08,CARD,IN,mobile,0
TXN00015345,USER00055,2026-07-29 14:07:38.808985,371.68,CARD,IN,tablet,0
TXN00003100,USER01178,2026-07-29 14:17:33.808985,910.25,CARD,GB,mobile,0
TXN00009247,USER00026,2026-07-29 14:18:13.808985,515.82,NETBANKING,IN,tablet,0
TXN00005871,USER01226,2026-07-29 14:18:33.808985,642.08,CARD,IN,desktop,0
TXN00002502,USER00786,2026-07-29 14:18:47.808985,384.71,WALLET,IN,mobile,0
TXN00014379,USER00840,2026-07-29 14:19:58.808985,92.51,CARD,IN,mobile,0
TXN00018209,USER01366,2026-07-29 14:27:02.808985,223.27,NETBANKING,US,desktop,0
TXN00018217,USER01412,2026-07-29 14:32:31.808985,437.0,WALLET,GB,tablet,0
TXN00011914,USER01868,2026-07-29 14:35:48.808985,1146.14,CARD,GB,tablet,0
TXN00017478,USER01759,2026-07-29 14:38:43.808985,1089.01,UPI,IN,mobile,0
TXN00011112,USER01513,2026-07-29 14:39:56.808985,868.3,CARD,SG,tablet,0
TXN00017005,USER00877,2026-07-29 14:40:17.808985,79.53,WALLET,US,desktop,0
TXN00019397,USER01134,2026-07-29 14:42:29.808985,1225.75,WALLET,SG,tablet,0
TXN00007041,USER01120,2026-07-29 14:42:56.808985,108.69,NETBANKING,IN,desktop,0
TXN00002846,USER00086,2026-07-29 14:44:00.808985,298.23,UPI,IN,desktop,0
TXN00008424,USER00559,2026-07-29 14:45:29.808985,239.0,WALLET,GB,mobile,0
TXN00004325,USER01840,2026-07-29 14:47:20.808985,943.22,UPI,US,desktop,0
TXN00015973,USER01891,2026-07-29 14:51:35.808985,724.85,WALLET,IN,desktop,0
TXN00017287,USER01796,2026-07-29 14:52:16.808985,153.5,CARD,US,mobile,0
TXN00006414,USER00220,2026-07-29 14:52:43.808985,100.26,UPI,IN,tablet,0
TXN00005525,USER00648,2026-07-29 14:53:03.808985,745.35,CARD,US,mobile,0
TXN00005282,USER01173,2026-07-29 14:56:50.808985,166.98,NETBANKING,IN,mobile,0
TXN00007501,USER01830,2026-07-29 14:58:26.808985,266.83,UPI,IN,desktop,0
TXN00003060,USER01976,2026-07-29 15:02:14.808985,692.79,WALLET,GB,tablet,0
TXN00013891,USER00128,2026-07-29 15:08:40.808985,5.0,NETBANKING,IN,desktop,0
TXN00012070,USER01150,2026-07-29 15:14:32.808985,397.06,CARD,IN,mobile,0
TXN00003026,USER00388,2026-07-29 15:14:44.808985,1347.56,NETBANKING,IN,tablet,0
TXN00000318,USER01344,2026-07-29 15:20:00.808985,167.29,NETBANKING,SG,tablet,0
TXN00008028,USER01785,2026-07-29 15:21:53.808985,464.96,UPI,IN,tablet,0
TXN00015713,USER01762,2026-07-29 15:22:29.808985,675.36,WALLET,GB,tablet,0
TXN00008072,USER00138,2026-07-29 15:24:02.808985,865.15,UPI,US,mobile,0
TXN00008147,USER00400,2026-07-29 15:24:53.808985,510.64,CARD,IN,mobile,0
TXN00003723,USER01114,2026-07-29 15:34:23.808985,621.43,NETBANKING,IN,mobile,0
TXN00015465,USER01746,2026-07-29 15:37:04.808985,103.48,NETBANKING,SG,tablet,0
TXN00005026,USER01217,2026-07-29 15:38:13.808985,754.82,NETBANKING,IN,mobile,0
TXN00017632,USER00645,2026-07-29 15:38:47.808985,442.09,WALLET,SG,mobile,0
TXN00012660,USER01134,2026-07-29 15:40:57.808985,671.06,WALLET,SG,tablet,0
TXN00005102,USER00037,2026-07-29 15:41:08.808985,135.5,WALLET,SG,mobile,0
TXN00015782,USER01844,2026-07-29 15:42:43.808985,107.44,CARD,IN,mobile,0
TXN00002826,USER01096,2026-07-29 15:44:45.808985,138.59,NETBANKING,GB,tablet,0
TXN00007382,USER01373,2026-07-29 15:48:32.808985,786.52,WALLET,IN,desktop,0
TXN00016240,USER00501,2026-07-29 15:50:22.808985,10348.120458401763,CARD,GB,unknown,1
TXN00015125,USER00532,2026-07-29 15:53:40.808985,160.93,CARD,IN,mobile,0
TXN00005951,USER01290,2026-07-29 15:54:48.808985,898.81,WALLET,IN,tablet,0
TXN00015676,USER00938,2026-07-29 15:57:07.808985,452.92,WALLET,SG,tablet,0
TXN00000847,USER00719,2026-07-29 15:59:13.808985,353.28,CARD,IN,mobile,0
TXN00014123,USER00641,2026-07-29 15:59:17.808985,319.54,UPI,SG,mobile,0
TXN00012412,USER00123,2026-07-29 16:00:10.808985,482.31,UPI,GB,desktop,0
TXN00003794,USER00664,2026-07-29 16:01:00.808985,209.75,NETBANKING,IN,mobile,0
TXN00017663,USER01756,2026-07-29 16:09:28.808985,269.13,UPI,IN,tablet,0
TXN00011736,USER00279,2026-07-29 16:09:50.808985,153.27,NETBANKING,US,tablet,0
TXN00013954,USER00343,2026-07-29 16:10:58.808985,632.16,UPI,IN,mobile,0
TXN00014558,USER00971,2026-07-29 16:12:00.808985,70.28,UPI,SG,mobile,0
TXN00004233,USER00166,2026-07-29 16:16:16.808985,728.05,UPI,IN,tablet,0
TXN00008806,USER00602,2026-07-29 16:16:34.808985,253.95,UPI,SG,mobile,0
TXN00010946,USER01347,2026-07-29 16:16:45.808985,125.6,WALLET,US,mobile,0
TXN00002072,USER00309,2026-07-29 16:18:14.808985,215.98,NETBANKING,SG,tablet,0
TXN00001588,USER01566,2026-07-29 16:18:39.808985,957.74,NETBANKING,IN,tablet,0
TXN00018458,USER00940,2026-07-29 16:21:10.808985,273.17,CARD,SG,tablet,0
TXN00007401,USER01473,2026-07-29 16:23:20.808985,327.52,NETBANKING,IN,desktop,0
TXN00019956,USER01085,2026-07-29 16:24:05.808985,518.07,UPI,IN,desktop,0
TXN00012955,USER01263,2026-07-29 16:26:26.808985,1632.97,NETBANKING,US,mobile,0
TXN00000015,USER00570,2026-07-29 16:26:41.808985,381.4,CARD,GB,mobile,0
TXN00011395,USER00003,2026-07-29 16:27:42.808985,219.08,WALLET,IN,tablet,0
TXN00008677,USER00999,2026-07-29 16:27:59.808985,166.27,WALLET,IN,desktop,0
TXN00015275,USER00355,2026-07-29 16:31:00.808985,789.93,WALLET,IN,tablet,0
TXN00005217,USER01576,2026-07-29 16:32:54.808985,838.96,UPI,GB,tablet,0
TXN00001598,USER00033,2026-07-29 16:34:38.808985,546.44,NETBANKING,SG,desktop,0
TXN00004502,USER00182,2026-07-29 16:35:05.808985,108.48,NETBANKING,GB,desktop,0
TXN00003147,USER01258,2026-07-29 16:35:25.808985,1002.35,UPI,SG,tablet,0
TXN00005625,USER00378,2026-07-29 16:42:32.808985,1009.71,NETBANKING,IN,desktop,0
TXN00001709,USER00624,2026-07-29 16:45:28.808985,755.76,WALLET,IN,mobile,0
TXN00009210,USER00645,2026-07-29 16:46:01.808985,957.83,WALLET,SG,mobile,0
TXN00016453,USER00012,2026-07-29 16:51:09.808985,799.27,NETBANKING,US,mobile,0
TXN00013461,USER00983,2026-07-29 16:53:52.808985,903.92,CARD,IN,desktop,0
TXN00016232,USER01121,2026-07-29 16:55:50.808985,707.7,WALLET,IN,mobile,0
TXN00008362,USER00308,2026-07-29 16:58:42.808985,447.12,WALLET,SG,mobile,0
TXN00014960,USER01843,2026-07-29 16:59:55.808985,282.11,NETBANKING,IN,tablet,0
TXN00009633,USER01087,2026-07-29 17:00:33.808985,558.25,CARD,IN,desktop,0
TXN00016075,USER01389,2026-07-29 17:02:27.808985,698.26,WALLET,SG,tablet,0
TXN00011779,USER01800,2026-07-29 17:07:37.808985,213.33,NETBANKING,SG,tablet,0
TXN00003027,USER01453,2026-07-29 17:09:42.808985,252.92,CARD,US,mobile,0
TXN00014354,USER01443,2026-07-29 17:09:43.808985,319.35,CARD,IN,mobile,0
TXN00005491,USER00429,2026-07-29 17:11:12.808985,763.21,WALLET,SG,desktop,0
TXN00003288,USER01632,2026-07-29 17:16:58.808985,5.0,CARD,SG,tablet,0
TXN00006074,USER00545,2026-07-29 17:17:34.808985,729.29,UPI,SG,tablet,0
TXN00015296,USER00271,2026-07-29 17:18:41.808985,121.07,NETBANKING,IN,tablet,0
TXN00008859,USER00034,2026-07-29 17:19:36.808985,856.52,NETBANKING,IN,tablet,0
TXN00006078,USER01070,2026-07-29 17:20:02.808985,680.29,NETBANKING,IN,tablet,0
TXN00006379,USER01866,2026-07-29 17:22:01.808985,921.96,NETBANKING,IN,mobile,0
TXN00019604,USER01254,2026-07-29 17:22:48.808985,358.04,UPI,IN,mobile,0
TXN00014475,USER00275,2026-07-29 17:24:18.808985,365.64,UPI,US,desktop,0
TXN00002804,USER01093,2026-07-29 17:24:50.808985,414.9,UPI,IN,desktop,0
TXN00016436,USER00272,2026-07-29 17:30:19.808985,589.91,NETBANKING,IN,tablet,0
TXN00015378,USER01508,2026-07-29 17:31:21.808985,306.68,CARD,SG,tablet,0
TXN00010721,USER00852,2026-07-29 17:32:20.808985,941.04,UPI,SG,tablet,0
TXN00012004,USER01696,2026-07-29 17:42:06.808985,927.36,UPI,US,mobile,0
TXN00011662,USER00460,2026-07-29 17:43:50.808985,439.91,CARD,IN,tablet,0
TXN00017839,USER01928,2026-07-29 17:47:27.808985,212.36,CARD,IN,desktop,0
TXN00017329,USER01892,2026-07-29 17:47:34.808985,1067.69,CARD,US,desktop,0
TXN00000877,USER00113,2026-07-29 17:49:45.808985,918.4,UPI,IN,mobile,0
TXN00000883,USER00246,2026-07-29 17:52:45.808985,1580.57,NETBANKING,GB,desktop,0
TXN00007808,USER01835,2026-07-29 17:56:31.808985,477.95,CARD,SG,desktop,0
TXN00019299,USER01011,2026-07-29 17:59:30.808985,325.95,WALLET,IN,tablet,0
TXN00004864,USER00796,2026-07-29 18:02:16.808985,1176.77,NETBANKING,SG,desktop,0
TXN00008250,USER01781,2026-07-29 18:04:31.808985,158.93,CARD,SG,tablet,0
TXN00013190,USER01429,2026-07-29 18:06:00.808985,384.08,NETBANKING,GB,desktop,0
TXN00019368,USER00487,2026-07-29 18:07:11.808985,857.31,CARD,IN,desktop,0
TXN00013497,USER01473,2026-07-29 18:08:38.808985,210.61,NETBANKING,IN,desktop,0
TXN00007876,USER01944,2026-07-29 18:09:35.808985,9900.83458201738,WALLET,RU,unknown,1
TXN00017842,USER00257,2026-07-29 18:09:44.808985,133.53,NETBANKING,IN,tablet,0
TXN00013547,USER01982,2026-07-29 18:09:58.808985,291.21,NETBANKING,RU,mobile,1
TXN00017275,USER00784,2026-07-29 18:11:17.808985,1300.23,UPI,IN,mobile,0
TXN00016120,USER00545,2026-07-29 18:12:38.808985,296.46,UPI,SG,tablet,0
TXN00006458,USER01511,2026-07-29 18:13:39.808985,508.01,CARD,IN,mobile,0
TXN00001937,USER00020,2026-07-29 18:16:00.808985,1545.06,WALLET,GB,tablet,0
TXN00018722,USER00562,2026-07-29 18:16:08.808985,524.42,CARD,IN,desktop,0
TXN00016905,USER00275,2026-07-29 18:17:02.808985,472.36,UPI,US,desktop,0
TXN00005596,USER00756,2026-07-29 18:17:21.808985,665.51,WALLET,SG,mobile,0
TXN00000682,USER00563,2026-07-29 18:18:29.808985,333.51,UPI,US,desktop,0
TXN00019394,USER00563,2026-07-29 18:19:05.808985,309.13,UPI,US,desktop,0
TXN00011783,USER01513,2026-07-29 18:19:40.808985,1105.24,CARD,SG,tablet,0
TXN00018196,USER00339,2026-07-29 18:24:57.808985,518.65,NETBANKING,GB,desktop,0
TXN00003317,USER01490,2026-07-29 18:25:54.808985,173.12,CARD,IN,desktop,0
TXN00018798,USER01728,2026-07-29 18:29:35.808985,182.42,CARD,GB,mobile,0
TXN00014400,USER00439,2026-07-29 18:30:41.808985,321.83,UPI,IN,tablet,0
TXN00003570,USER00953,2026-07-29 18:35:00.808985,214.39,CARD,US,desktop,0
TXN00007315,USER01986,2026-07-29 18:35:03.808985,961.27,CARD,GB,desktop,0
TXN00019998,USER00875,2026-07-29 18:35:32.808985,623.08,NETBANKING,IN,mobile,0
TXN00016115,USER00889,2026-07-29 18:37:03.808985,1170.88,WALLET,IN,desktop,0
TXN00011205,USER01827,2026-07-29 18:38:20.808985,335.88,CARD,SG,tablet,0
TXN00014747,USER00036,2026-07-29 18:41:05.808985,373.94,NETBANKING,IN,mobile,0
TXN00003167,USER01412,2026-07-29 18:41:14.808985,1440.1365940217327,NETBANKING,GB,tablet,1
TXN00014456,USER01470,2026-07-29 18:41:36.808985,561.0,CARD,IN,mobile,0
TXN00005476,USER00363,2026-07-29 18:41:47.808985,137.66,NETBANKING,US,tablet,0
TXN00013834,USER01831,2026-07-29 18:42:07.808985,1209.47,NETBANKING,US,mobile,0
TXN00002420,USER01232,2026-07-29 18:44:03.808985,188.09,CARD,IN,tablet,0
TXN00012970,USER01633,2026-07-29 18:44:35.808985,996.01,UPI,US,mobile,0
TXN00001951,USER01154,2026-07-29 18:44:49.808985,227.51,CARD,SG,desktop,0
TXN00004100,USER00022,2026-07-29 18:44:55.808985,110.72,CARD,US,mobile,0
TXN00010513,USER00169,2026-07-29 18:45:53.808985,1251.82,WALLET,IN,mobile,0
TXN00018398,USER00558,2026-07-29 18:47:12.808985,199.92,CARD,US,mobile,0
TXN00013117,USER00705,2026-07-29 18:49:07.808985,685.87,WALLET,IN,mobile,0
TXN00008808,USER00039,2026-07-29 18:49:14.808985,510.76,NETBANKING,US,tablet,0
TXN00017858,USER00126,2026-07-29 18:54:59.808985,717.45,WALLET,IN,mobile,0
TXN00017714,USER00781,2026-07-29 19:02:27.808985,1217.07,UPI,IN,mobile,0
TXN00011958,USER01761,2026-07-29 19:03:31.808985,549.53,UPI,IN,desktop,0
TXN00010337,USER00504,2026-07-29 19:03:49.808985,441.24,NETBANKING,IN,mobile,0
TXN00002785,USER01687,2026-07-29 19:07:49.808985,202.98,NETBANKING,US,mobile,0
TXN00015136,USER01591,2026-07-29 19:09:58.808985,781.27,UPI,IN,tablet,0
TXN00018449,USER01871,2026-07-29 19:10:00.808985,339.86,CARD,US,desktop,0
TXN00006559,USER01427,2026-07-29 19:11:51.808985,865.18,WALLET,IN,mobile,0
TXN00002417,USER01771,2026-07-29 19:14:24.808985,426.72,CARD,IN,tablet,0
TXN00017911,USER00859,2026-07-29 19:15:29.808985,500.18,CARD,IN,mobile,0
TXN00015794,USER00510,2026-07-29 19:18:23.808985,438.39,NETBANKING,IN,desktop,0
TXN00013988,USER01287,2026-07-29 19:23:48.808985,625.74,WALLET,IN,desktop,0
TXN00018432,USER01723,2026-07-29 19:24:10.808985,286.0,UPI,IN,mobile,0
TXN00007445,USER00568,2026-07-29 19:29:56.808985,999.52,CARD,IN,mobile,0
TXN00006214,USER01506,2026-07-29 19:30:48.808985,275.84,WALLET,US,tablet,0
TXN00003284,USER00614,2026-07-29 19:30:48.808985,367.81,NETBANKING,IN,desktop,0
